"id. Antwort ID","submitdate. Datum Abgeschickt","lastpage. Letzte Seite","startlanguage. Start-Sprache","seed. Zufallsgeneratorstartwert","startdate. Datum gestartet","datestamp. Datum letzte Aktivität","TT1. Wie wichtig sind Ihnen Sicherheits- und Datenschutzaspekte bei der Auswahl von Tools für den digitalen Unterricht?","TT2[SQ003]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Sehr schlechte Audioqualität bei Live-Streams]","TT2[SQ002]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Sehr schlechte Videoqualität bei Live-Streams]","TT2[SQ005]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Benachrichtigungen via Anwendungen kommen nicht rechtzeitig an]","TT2[SQ001]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Anwendungen reagieren nur langsam oder bleiben hängen]","TT2[SQ006]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Das Herunterladen von Dateien ist extrem langsam oder schlägt fehl]","TT2[SQ004]. Bitte geben Sie an, in welchem Ausmaß jedes der aufgeführten technischen Probleme Ihre Lernerfahrung beeinträchtigt hat. [Das Hochladen von Dateien ist extrem langsam oder schlägt fehl]","TT3. Falls es andere technischen Probleme gab, die ihre Lernerfahrung beeinträchtigt haben, geben Sie diese bitte unten an.","TT4. Haben Sie für Ihr Studium eigenständig zusätzliche Tools benutzt, die in den Lehrveranstaltungen nicht verwendet wurden? ","TT5. Bitte geben Sie diese Tools unten an.","K1. Wie zufrieden sind Sie mit der Verfügbarkeit/Erreichbarkeit der Dozierenden insgesamt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","K1[comment]. Wie zufrieden sind Sie mit der Verfügbarkeit/Erreichbarkeit der Dozierenden insgesamt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","K2. Wie zufrieden sind Sie mit der Kommunikation der Dozierenden bezüglich der Studien- und Prüfungsleistungen insgesamt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","K2[comment]. Wie zufrieden sind Sie mit der Kommunikation der Dozierenden bezüglich der Studien- und Prüfungsleistungen insgesamt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","K3. Wie zufrieden sind Sie mit der Häufigkeit und Qualität der Interaktionen mit Kommiliton:innen? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","K3[comment]. Wie zufrieden sind Sie mit der Häufigkeit und Qualität der Interaktionen mit Kommiliton:innen? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","K4E. Das IDH ist bemüht, in der Pandemiezeit auch jenseits von Lehrveranstaltungen mit den Studierenden in Kontakt zu bleiben. Mit diesem Ziel vor Augen haben wir z. B. einen Institutsaccount auf Instagram eingerichtet und Interviews mit Institutsmitarbeitenden und -Alumni/Alumnae im Podcast-Format auf unterschiedlichen Plattformen veröffentlicht. Mit den folgenden Fragen möchten wir nun herausfinden, wie wirksam dieser Einsatz war und wie wir ihn in der Zukunft verbessern können. ","K4[SQ1]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [Instagram (@idh.uni.koeln)]","K4[SQ2]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [Facebook (@idhkoeln)]","K4[SQ3]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [Twitter (@IdhTweets)]","K4[SQ4]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [YouTube (IDH UniKoeln)]","K4[SQ5]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [Spotify (Institut für Digital Humanities)]","K4[SQ6]. Geben Sie bitte an, ob Sie die Aktivitäten des IDH auf den genannten Plattformen verfolgen.  [Apple Podcasts (Institut für Digital Humanities)]","K5. Wie zufrieden sind Sie mit den Inhalten auf den oben genannten Social Media-Kanälen des IDH? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","K5[comment]. Wie zufrieden sind Sie mit den Inhalten auf den oben genannten Social Media-Kanälen des IDH? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","K6. Welche (weiteren) Inhalte würden Sie auf den Social Media-Kanälen des IDH zukünftig gerne sehen? ","K7. Haben Sie weitere Anmerkungen/Vorschläge zu der Social Media-Präsenz des IDH (z. B. zum/zur Design, Häufigkeit, Timing, Informationsgehalt etc. der Posts)? ","AB1. Wie oft hatten Sie im vergangenen Semester insgesamt den Bedarf, Abgabefristen zu verlängern? ","AB4. Wie schätzen Sie das Verhältnis zwischen der angesetzten und der tatsächlichen Arbeitsbelastung insgesamt ein? ","SPL1. Welche Erwartungen hatten/haben Sie bezüglich der Studien- und Prüfungsleistungen im vergangenen Semester? ","SPL2. Haben sich Ihre Erwartungen bezüglich der Studien- und Prüfungsleistungen bisher bestätigt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","SPL2[comment]. Haben sich Ihre Erwartungen bezüglich der Studien- und Prüfungsleistungen bisher bestätigt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","Z1[SQ002]. Geben Sie bitte an, inwiefern Sie Zugang zu der aufgeführten Ausstattung für die Teilnahme am digitalen Unterricht haben.  [Stabile Internetverbindung]","Z1[SQ001]. Geben Sie bitte an, inwiefern Sie Zugang zu der aufgeführten Ausstattung für die Teilnahme am digitalen Unterricht haben.  [Funktionsfähiger Computer (Laptop oder PC)]","Z1[SQ004]. Geben Sie bitte an, inwiefern Sie Zugang zu der aufgeführten Ausstattung für die Teilnahme am digitalen Unterricht haben.  [Kopfhörer]","Z1[SQ005]. Geben Sie bitte an, inwiefern Sie Zugang zu der aufgeführten Ausstattung für die Teilnahme am digitalen Unterricht haben.  [Mikrofon]","Z1[SQ003]. Geben Sie bitte an, inwiefern Sie Zugang zu der aufgeführten Ausstattung für die Teilnahme am digitalen Unterricht haben.  [Webcam]","Z2. Inwiefern werden Sie anderweitig beeinträchtigt oder behindert, am digitalen Unterricht teilzunehmen?","PSS1[SQ1]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Nein]","PSS1[SQ3]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Ja, kein/eingeschränkter Zugang zu einem geeigneten Arbeitsplatz]","PSS1[SQ2]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Ja, Sorgeverantwortung (Kinder, Pflege)]","PSS1[SQ4]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Ja, finanzielle Belastungen]","PSS1[SQ5]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Ja, körperliche Belastungen]","PSS1[SQ6]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Ja, psychische Belastungen]","PSS1[SQ7]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Keine Antwort]","PSS1[other]. Werden Sie durch persönliche Umstände verhindert, regelmäßig am digitalen Unterricht teilzunehmen? Wenn ja, durch welche? [Sonstiges]","PSS2[SQ1]. Geben Sie bitte an, wie Sie den Einfluss des digitalen Unterrichts auf die folgenden Aspekte bei sich einschätzen.  [Konzentrationsfähigkeit]","PSS2[SQ2]. Geben Sie bitte an, wie Sie den Einfluss des digitalen Unterrichts auf die folgenden Aspekte bei sich einschätzen.  [Motivation]","PSS2[SQ4]. Geben Sie bitte an, wie Sie den Einfluss des digitalen Unterrichts auf die folgenden Aspekte bei sich einschätzen.  [Energie]","PSS2[SQ3]. Geben Sie bitte an, wie Sie den Einfluss des digitalen Unterrichts auf die folgenden Aspekte bei sich einschätzen.  [Zeitliche Verfügbarkeit]","PSS3. Geben Sie bitte an, wo Sie sich in der Zeit des digitalen Unterrichts auf der Skala einordnen würden. ","PSS4[SQ1]. Geben Sie bitte an, inwiefern die folgenden Aussagen auf Sie zutreffen. [Die Dozierenden haben auf meine persönliche Situation Rücksicht genommen.]","PSS4[SQ2]. Geben Sie bitte an, inwiefern die folgenden Aussagen auf Sie zutreffen. [Mir wurde von den Dozierenden (oder vom Studienberater) bei Bedarf Hilfe angeboten (z. B. Weiterleitung an eine geeignete Beratungs-/Hilfestelle, Verweis auf hilfreiche Informationen etc.)]","A1. In welchem Fachsemester studieren Sie? ","A2. Mussten Sie aufgrund des Pandemiegeschehens ihre Studienzeit verlängern? ","A3. Haben sich Ihre allgemeinen Erwartungen an das vergangene Semester bestätigt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein. ","A3[comment]. Haben sich Ihre allgemeinen Erwartungen an das vergangene Semester bestätigt? Geben Sie in der Kommentarsektion gerne die Gründe für Ihre Antwort ein.  [Kommentar]","A4. Welche Hoffnungen und Befürchtungen haben Sie für das aktuelle Semester? ","A5. Wie zufrieden sind Sie insgesamt mit der digitalen Lehre am Institut für Digital Humanities?  ","A6. Haben Sie weitere Anmerkungen oder Vorschläge über die digitale Lehre am Institut für Digital Humanities? ","interviewtime. Gesamtzeit","groupTime11976. Gruppenzeit: Tools und Technik","TT1Time. Fragenzeit: TT1","TT2Time. Fragenzeit: TT2","TT3Time. Fragenzeit: TT3","TT4Time. Fragenzeit: TT4","TT5Time. Fragenzeit: TT5","groupTime11979. Gruppenzeit: Kommunikation","K1Time. Fragenzeit: K1","K2Time. Fragenzeit: K2","K3Time. Fragenzeit: K3","K4ETime. Fragenzeit: K4E","K4Time. Fragenzeit: K4","K5Time. Fragenzeit: K5","K6Time. Fragenzeit: K6","K7Time. Fragenzeit: K7","groupTime11980. Gruppenzeit: Arbeitsbelastung","AB1Time. Fragenzeit: AB1","AB4Time. Fragenzeit: AB4","groupTime11981. Gruppenzeit: Studien- und Prüfungsleistungen","SPL1Time. Fragenzeit: SPL1","SPL2Time. Fragenzeit: SPL2","groupTime11977. Gruppenzeit: Zugänglichkeit","Z1Time. Fragenzeit: Z1","Z2Time. Fragenzeit: Z2","groupTime11982. Gruppenzeit: Psychosoziale Situation","PSS1Time. Fragenzeit: PSS1","PSS2Time. Fragenzeit: PSS2","PSS3Time. Fragenzeit: PSS3","PSS4Time. Fragenzeit: PSS4","groupTime11983. Gruppenzeit: Allgemein","A1Time. Fragenzeit: A1","A2Time. Fragenzeit: A2","A3Time. Fragenzeit: A3","A4Time. Fragenzeit: A4","A5Time. Fragenzeit: A5","A6Time. Fragenzeit: A6"
"11","2021-04-13 07:20:18","7","de","518208401","2021-04-13 07:15:58","2021-04-13 07:20:18","Eher nicht wichtig","Eher wenig","Eher wenig","Eher wenig","Eher wenig","Eher viel","Eher viel","","Nein","","Die Verfügbarkeit hat sich nicht verändert","","Vollkommen zufrieden","","Eher zufrieden","","","Ja","Nein, weil ich kein Interesse daran habe","Ja","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Ja","Nein, weil ich diese Plattform generell nicht benutze","Eher zufrieden","","","","Ein- bis zweimal","Die tatsächliche und die angesetzte Arbeitsbelastung waren genau gleich","","Nein, die Leistungen waren etwas besser als erwartet","","Habe meistens Zugang dazu","Habe immer Zugang dazu","Habe selten Zugang dazu","Habe selten Zugang dazu","Habe immer Zugang dazu","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","geringe Erhöhung","geringe Erhöhung","keine Veränderung","geringe Erhöhung","Ich bin im Studium weder überfordert, noch unterfordert","Trifft eher zu","Trifft eher zu","7. Fachsemester oder höher","Ja","Nein, das Semester war etwas besser als erwartet","","","Eher zufrieden","","263.98","65.8","","","","","","65.25","","","","","","","","","13.54","","","10.64","","","22.72","","","57.46","","","","","28.57","","","","","",""
"12","2021-04-15 10:40:08","7","de","73825990","2021-04-15 10:33:23","2021-04-15 10:40:08","Sehr wichtig","Eher wenig","Eher viel","Eher viel","Sehr viel","Überhaupt nicht","Eher wenig","","Keine Antwort","","Die Verfügbarkeit hat sich nicht verändert","","Keine Antwort","","Eher unzufrieden","","","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Keine Antwort","","","","Ein- bis zweimal","Die tatsächliche Arbeitsbelastung war etwas höher als die angesetzte","","Ja, die Leistungen waren genau so wie erwartet","","Habe meistens Zugang dazu","Habe meistens Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe meistens Zugang dazu","","Ja","N/A","N/A","N/A","N/A","N/A","N/A","","geringe Minderung","starke Minderung","starke Minderung","geringe Erhöhung","Ich bin mit dem Studium etwas überfordert","Keine Antwort","Keine Antwort","7. Fachsemester oder höher","Ja","Ja, das Semester war genau so wie erwartet","","","Eher zufrieden","","408.01","85.71","","","","","","83.19","","","","","","","","","41.04","","","45.89","","","22.58","","","96.88","","","","","32.72","","","","","",""
"13","2021-04-15 10:40:26","7","de","1841386985","2021-04-15 10:34:00","2021-04-15 10:40:25","Eher wichtig","Eher wenig","Eher wenig","Keine Antwort","Keine Antwort","Eher wenig","Eher wenig","","Nein","","Keine Antwort","","Eher zufrieden","","Vollkommen zufrieden","","","Ja","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Ja","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Vollkommen zufrieden","","","","Nie","Die tatsächliche und die angesetzte Arbeitsbelastung waren genau gleich","","Ja, die Leistungen waren genau so wie erwartet","","Habe meistens Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","","Ja","N/A","N/A","N/A","N/A","N/A","N/A","","geringe Minderung","geringe Minderung","geringe Minderung","geringe Erhöhung","Ich bin im Studium weder überfordert, noch unterfordert","Trifft eher zu","Trifft vollkommen zu","2. Fachsemester","Keine Antwort","Nein, das Semester war etwas besser als erwartet","","","Eher zufrieden","","388.75","78.57","","","","","","79.47","","","","","","","","","28.27","","","38.61","","","27.48","","","90.34","","","","","46.01","","","","","",""
"14","2021-04-15 12:46:24","7","de","877489192","2021-04-15 10:37:13","2021-04-15 12:46:24","Eher wichtig","Eher wenig","Eher wenig","Eher wenig","Eher wenig","Eher viel","Eher viel","","Ja","Discord, ","Die Verfügbarkeit hat sich etwas erhöht","","Eher zufrieden","","Eher unzufrieden","Schlechte Vorbereitung der Kommilitonen, teilweise wenig Engagement.","","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Ja","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich diese Plattform generell nicht benutze","Ja","Weder noch","","","","Des Öfteren","Die tatsächliche Arbeitsbelastung war viel höher als die angesetzte","","Ja, die Leistungen waren genau so wie erwartet","","Habe meistens Zugang dazu","Habe meistens Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","","Nein","Ja","Nein","Ja","Nein","Ja","Nein","","starke Minderung","geringe Minderung","geringe Minderung","starke Erhöhung","Ich bin mit dem Studium etwas überfordert","Trifft vollkommen zu","Trifft eher zu","6. Fachsemester","Ja","Ja, das Semester war genau so wie erwartet","","","Eher zufrieden","","7753.26","107.12","","","","","","194.3","","","","","","","","","7280.12","","","18.67","","","27.1","","","90.2","","","","","35.75","","","","","",""
"15","","4","de","1646644158","2021-04-15 10:37:24","2021-04-15 10:44:12","Eher wichtig","Überhaupt nicht","Überhaupt nicht","Überhaupt nicht","Überhaupt nicht","Überhaupt nicht","Überhaupt nicht","","Nein","","Keine Antwort","","Vollkommen zufrieden","","Weder noch","","","Ja","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich diese Plattform generell nicht benutze","Ja","Eher zufrieden","","","","Nie","Die tatsächliche Arbeitsbelastung war etwas geringer als die angesetzte","","Ja, die Leistungen waren genau so wie erwartet","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","410.71","69.84","","","","","","152.87","","","","","","","","","46.05","","","141.95","","","","","","","","","","","","","","","","",""
"16","2021-04-15 10:48:12","7","de","593946414","2021-04-15 10:37:49","2021-04-15 10:48:12","Eher nicht wichtig","Eher wenig","Eher wenig","Eher wenig","Eher viel","Sehr viel","Eher viel","","Nein","","Die Verfügbarkeit hat sich etwas verringert","Es wird hauptsächlich Discord benutzt. Ich kenne die Plattform nicht und mag sie auch nicht und Alternativen gibt es dazu eigentlich bzw. werden nicht angeboten und es wird immer nur auf Discord verwiesen ","Eher unzufrieden","Das meiste kommt sehr spontan und wird immer zwischendrin mal angesprochen. Einen wirklichen Plan und Leitfaden habe ich bezüglich der geforderten Studienleistungen nicht bekommen.","Eher unzufrieden","Breakout Sessions sind einfach nur eine Qual und eher unangenehm für jeden Beteiligten. Erzwungene Gruppenarbeiten ohne Alternative sind nett gemeint, aber haben mir persönlich nichts gebracht.","","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Keine Antwort","","","","Nie","Die tatsächliche Arbeitsbelastung war viel höher als die angesetzte","","Nein, die Leistungen waren etwas schlechter als erwartet","","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe meistens Zugang dazu","","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","starke Minderung","starke Minderung","starke Minderung","geringe Erhöhung","Ich bin mit dem Studium völlig überfordert","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","2. Fachsemester","Nein","Nein, das Semester war etwas schlechter als erwartet","","","Eher unzufrieden","","625.37","71.58","","","","","","353.65","","","","","","","","","22.97","","","36.07","","","24.12","","","78.8","","","","","38.18","","","","","",""
"17","","0","de","1371411036","2021-04-15 10:39:41","2021-04-15 10:39:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","2021-04-15 11:04:24","7","de","1368849313","2021-04-15 10:44:05","2021-04-15 11:04:24","Eher nicht wichtig","Eher wenig","Eher wenig","Überhaupt nicht","Eher wenig","Überhaupt nicht","Überhaupt nicht","","Ja","Discord, Slack, Google Docs, Notion","Die Verfügbarkeit hat sich stark erhöht","","Vollkommen zufrieden","Liegt nicht an den Dozenten, wusste aber keine andere Stelle, wo man dies erwähnen könnte. Da Prüfungen aufgrund der aktuellen Situation geschoben werden, wäre es vielleicht auch möglich die Daten in Klips anzupassen, damit man sich ggf. von den Prüfungen noch abmelden kann.","Eher zufrieden","","","Ja","Ja","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Ja","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Eher zufrieden","","","","Ein- bis zweimal","Die tatsächliche Arbeitsbelastung war etwas höher als die angesetzte","","Keine Antwort","","Habe meistens Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Lernumgebung, Lärm durch Mitbewohner und Nachbarn","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","starke Minderung","geringe Minderung","geringe Minderung","geringe Minderung","Ich bin im Studium weder überfordert, noch unterfordert","Keine Antwort","Keine Antwort","4. Fachsemester","Ja","Ja, das Semester war genau so wie erwartet","","Hoffnung: Dass Präsenzveranstaltungen oder zumindest Klausuren in Präsenz stattfinden können.","Vollkommen zufrieden","Einfach nur danke für den Einsatz, die Verfügbarkeit und das Entgegenkommen der Dozierenden des Instituts. :-)","1222.42","130.46","","","","","","633.6","","","","","","","","","39.48","","","133.44","","","93.42","","","60.6","","","","","131.42","","","","","",""
"19","2021-04-15 10:49:56","7","de","1187608658","2021-04-15 10:44:47","2021-04-15 10:49:56","Sehr wichtig","Sehr viel","Eher viel","Eher viel","Sehr viel","Sehr viel","Sehr viel","","Ja","Discord, TeamViewer, YouTube","Die Verfügbarkeit hat sich stark erhöht","","Eher zufrieden","","Eher zufrieden","","","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Keine Antwort","","","","Nie","Die tatsächliche Arbeitsbelastung war etwas höher als die angesetzte","","Ja, die Leistungen waren genau so wie erwartet","","Habe selten Zugang dazu","Habe immer Zugang dazu","Habe immer Zugang dazu","Habe meistens Zugang dazu","Habe immer Zugang dazu","","Ja","N/A","N/A","N/A","N/A","N/A","N/A","","starke Minderung","starke Minderung","starke Minderung","starke Minderung","Ich bin im Studium weder überfordert, noch unterfordert","Keine Antwort","Keine Antwort","1. Fachsemester","Ja","Ja, das Semester war genau so wie erwartet","","","Eher zufrieden","","312.45","69.46","","","","","","86.5","","","","","","","","","22.46","","","19.59","","","33.5","","","56","","","","","24.94","","","","","",""
"20","","3","de","221956492","2021-04-15 10:48:04","2021-04-15 10:52:08","Eher wichtig","Eher wenig","Eher wenig","Überhaupt nicht","Eher viel","Eher wenig","Eher viel","","Nein","","Keine Antwort","","Eher zufrieden","","Eher unzufrieden","","","Ja","Nein, weil ich diese Plattform generell nicht benutze","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil mir der IDH-Account auf dieser Plattform nicht bekannt war","Nein, weil ich kein Interesse daran habe","Nein, weil ich diese Plattform generell nicht benutze","Weder noch","","","","Des Öfteren","Die tatsächliche Arbeitsbelastung war viel höher als die angesetzte","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","245.64","79.54","","","","","","126.41","","","","","","","","","39.69","","","","","","","","","","","","","","","","","","","",""
